depth_m,qc_MPa,fs_kPa,inclination_degree,s_wave_travel_time_ms,point_id,utm_x_m,utm_y_m,elevation_m,total_depth_m,water_depth_m,Rf_percent
13.1,10.5,59.7,0.0,,MYC005,612276,4085153,8.9,15.1,4.7,0.5685714285714286
13.2,10.4,63.8,0.0,,MYC005,612276,4085153,8.9,15.1,4.7,0.6134615384615384
13.3,13.7,50.3,0.0,,MYC005,612276,4085153,8.9,15.1,4.7,0.36715328467153285
13.4,15.1,44.0,0.0,,MYC005,612276,4085153,8.9,15.1,4.7,0.2913907284768212
13.5,14.3,89.9,0.0,,MYC005,612276,4085153,8.9,15.1,4.7,0.6286713286713287
13.6,11.4,97.3,0.0,,MYC005,612276,4085153,8.9,15.1,4.7,0.8535087719298247
13.7,14.4,67.8,0.0,,MYC005,612276,4085153,8.9,15.1,4.7,0.4708333333333333
13.8,14.2,78.5,0.0,,MYC005,612276,4085153,8.9,15.1,4.7,0.5528169014084507
13.9,10.6,39.6,0.0,,MYC005,612276,4085153,8.9,15.1,4.7,0.3735849056603774
14.0,9.9,11.1,0.0,,MYC005,612276,4085153,8.9,15.1,4.7,0.11212121212121212
14.1,11.1,16.8,0.0,,MYC005,612276,4085153,8.9,15.1,4.7,0.15135135135135136
14.2,9.9,28.9,0.0,,MYC005,612276,4085153,8.9,15.1,4.7,0.2919191919191919
14.3,9.2,66.4,0.0,,MYC005,612276,4085153,8.9,15.1,4.7,0.7217391304347827
14.4,10.1,59.1,0.0,,MYC005,612276,4085153,8.9,15.1,4.7,0.5851485148514851
14.5,9.9,78.5,0.0,,MYC005,612276,4085153,8.9,15.1,4.7,0.792929292929293
14.6,15.6,68.5,0.0,,MYC005,612276,4085153,8.9,15.1,4.7,0.4391025641025641
14.7,20.2,78.2,0.0,,MYC005,612276,4085153,8.9,15.1,4.7,0.38712871287128714
14.8,21.2,115.1,0.0,,MYC005,612276,4085153,8.9,15.1,4.7,0.5429245283018868
14.9,18.4,92.6,0.0,,MYC005,612276,4085153,8.9,15.1,4.7,0.5032608695652174
15.0,18.9,65.8,0.0,,MYC005,612276,4085153,8.9,15.1,4.7,0.3481481481481481
0.1,10.5,94.3,0.0,,MYC006,612090,4085131,8.9,19.0,,0.8980952380952381
0.2,8.0,99.7,0.0,,MYC006,612090,4085131,8.9,19.0,,1.2462499999999999
0.3,8.1,170.5,0.0,,MYC006,612090,4085131,8.9,19.0,,2.1049382716049383
0.4,5.5,104.4,0.0,,MYC006,612090,4085131,8.9,19.0,,1.8981818181818184
0.5,2.7,22.5,0.0,,MYC006,612090,4085131,8.9,19.0,,0.8333333333333334
0.6,2.7,19.1,0.0,,MYC006,612090,4085131,8.9,19.0,,0.7074074074074075
0.7,4.7,53.0,0.0,,MYC006,612090,4085131,8.9,19.0,,1.127659574468085
0.8,5.0,47.7,0.0,,MYC006,612090,4085131,8.9,19.0,,0.954
0.9,3.3,30.2,0.0,,MYC006,612090,4085131,8.9,19.0,,0.9151515151515152
1.0,2.2,12.8,0.0,,MYC006,612090,4085131,8.9,19.0,,0.5818181818181819
1.1,1.4,9.7,0.0,,MYC006,612090,4085131,8.9,19.0,,0.6928571428571428
1.2,1.0,0.3,0.0,,MYC006,612090,4085131,8.9,19.0,,0.03
1.3,1.4,5.7,0.0,,MYC006,612090,4085131,8.9,19.0,,0.40714285714285714
1.4,1.6,11.4,0.0,,MYC006,612090,4085131,8.9,19.0,,0.7125
1.5,0.9,6.7,0.0,,MYC006,612090,4085131,8.9,19.0,,0.7444444444444445
1.8,0.5,9.4,0.0,,MYC006,612090,4085131,8.9,19.0,,1.8800000000000001
1.9,1.0,8.1,0.0,,MYC006,612090,4085131,8.9,19.0,,0.8099999999999999
2.0,0.9,2.0,0.0,,MYC006,612090,4085131,8.9,19.0,,0.2222222222222222
2.1,1.0,4.4,0.0,,MYC006,612090,4085131,8.9,19.0,,0.44
2.2,1.6,1.0,0.0,,MYC006,612090,4085131,8.9,19.0,,0.0625
2.3,3.6,25.5,0.0,,MYC006,612090,4085131,8.9,19.0,,0.7083333333333333
2.4,4.3,42.0,0.0,,MYC006,612090,4085131,8.9,19.0,,0.9767441860465116
2.5,4.5,47.7,0.0,,MYC006,612090,4085131,8.9,19.0,,1.06
2.6,4.5,37.9,0.0,,MYC006,612090,4085131,8.9,19.0,,0.8422222222222222
2.7,3.9,26.9,0.0,,MYC006,612090,4085131,8.9,19.0,,0.6897435897435897
2.8,3.9,22.2,0.0,,MYC006,612090,4085131,8.9,19.0,,0.5692307692307692
2.9,7.3,45.7,0.0,,MYC006,612090,4085131,8.9,19.0,,0.626027397260274
3.0,6.7,46.7,0.0,,MYC006,612090,4085131,8.9,19.0,,0.6970149253731344
3.1,6.6,43.6,0.0,,MYC006,612090,4085131,8.9,19.0,,0.6606060606060606
3.2,7.7,40.6,0.0,,MYC006,612090,4085131,8.9,19.0,,0.5272727272727272
3.3,9.9,67.8,0.0,,MYC006,612090,4085131,8.9,19.0,,0.6848484848484848
3.4,11.7,84.6,0.0,,MYC006,612090,4085131,8.9,19.0,,0.723076923076923
3.5,12.7,91.3,0.0,,MYC006,612090,4085131,8.9,19.0,,0.7188976377952756
3.6,13.0,99.3,0.0,,MYC006,612090,4085131,8.9,19.0,,0.7638461538461538
3.7,12.9,96.0,0.0,,MYC006,612090,4085131,8.9,19.0,,0.7441860465116279
3.8,12.8,91.3,0.0,,MYC006,612090,4085131,8.9,19.0,,0.71328125
3.9,12.5,84.2,0.0,,MYC006,612090,4085131,8.9,19.0,,0.6736
4.0,12.0,71.2,0.0,,MYC006,612090,4085131,8.9,19.0,,0.5933333333333334
4.1,11.5,53.0,0.0,,MYC006,612090,4085131,8.9,19.0,,0.4608695652173913
4.2,10.5,41.3,0.0,,MYC006,612090,4085131,8.9,19.0,,0.3933333333333333
4.3,8.8,33.9,0.0,,MYC006,612090,4085131,8.9,19.0,,0.3852272727272727
4.4,7.1,21.5,0.0,,MYC006,612090,4085131,8.9,19.0,,0.30281690140845074
4.5,5.4,10.4,0.0,,MYC006,612090,4085131,8.9,19.0,,0.1925925925925926
4.6,4.1,1.3,0.0,,MYC006,612090,4085131,8.9,19.0,,0.03170731707317073
4.7,3.9,5.4,0.0,,MYC006,612090,4085131,8.9,19.0,,0.13846153846153847
4.8,4.3,7.4,0.0,,MYC006,612090,4085131,8.9,19.0,,0.17209302325581396
4.9,4.9,12.4,0.0,,MYC006,612090,4085131,8.9,19.0,,0.25306122448979596
5.0,3.6,76.5,0.0,,MYC006,612090,4085131,8.9,19.0,,2.125
5.1,1.6,65.4,0.0,,MYC006,612090,4085131,8.9,19.0,,4.0875
5.2,11.1,52.4,0.0,,MYC006,612090,4085131,8.9,19.0,,0.472072072072072
5.3,9.9,79.9,0.0,,MYC006,612090,4085131,8.9,19.0,,0.8070707070707072
5.4,6.0,39.6,0.0,,MYC006,612090,4085131,8.9,19.0,,0.66
5.5,4.4,16.8,0.0,,MYC006,612090,4085131,8.9,19.0,,0.38181818181818183
5.6,3.2,19.1,0.0,,MYC006,612090,4085131,8.9,19.0,,0.596875
5.7,4.2,14.4,0.0,,MYC006,612090,4085131,8.9,19.0,,0.34285714285714286
5.8,4.2,32.2,0.0,,MYC006,612090,4085131,8.9,19.0,,0.7666666666666667
5.9,4.6,15.8,0.0,,MYC006,612090,4085131,8.9,19.0,,0.34347826086956523
6.0,4.1,31.2,0.0,,MYC006,612090,4085131,8.9,19.0,,0.7609756097560976
6.1,3.7,24.8,0.0,,MYC006,612090,4085131,8.9,19.0,,0.6702702702702703
6.2,4.0,26.9,0.0,,MYC006,612090,4085131,8.9,19.0,,0.6725
6.3,4.4,24.2,0.0,,MYC006,612090,4085131,8.9,19.0,,0.5499999999999999
6.4,4.0,17.5,0.0,,MYC006,612090,4085131,8.9,19.0,,0.43750000000000006
6.5,3.8,11.4,0.0,,MYC006,612090,4085131,8.9,19.0,,0.3
6.6,4.9,21.5,0.0,,MYC006,612090,4085131,8.9,19.0,,0.4387755102040816
6.7,5.5,20.1,0.0,,MYC006,612090,4085131,8.9,19.0,,0.3654545454545455
6.8,6.5,36.9,0.0,,MYC006,612090,4085131,8.9,19.0,,0.5676923076923077
6.9,7.1,40.3,0.0,,MYC006,612090,4085131,8.9,19.0,,0.5676056338028168
7.0,8.6,53.0,0.0,,MYC006,612090,4085131,8.9,19.0,,0.6162790697674418
7.1,8.2,41.6,0.0,,MYC006,612090,4085131,8.9,19.0,,0.5073170731707317
7.2,7.5,41.0,0.0,,MYC006,612090,4085131,8.9,19.0,,0.5466666666666666
7.3,6.3,32.9,0.0,,MYC006,612090,4085131,8.9,19.0,,0.5222222222222221
7.4,5.4,44.3,0.0,,MYC006,612090,4085131,8.9,19.0,,0.8203703703703703
7.5,4.5,51.0,0.0,,MYC006,612090,4085131,8.9,19.0,,1.1333333333333333
7.6,4.4,49.0,0.0,,MYC006,612090,4085131,8.9,19.0,,1.1136363636363638
7.7,6.2,21.5,0.0,,MYC006,612090,4085131,8.9,19.0,,0.34677419354838707
7.8,7.3,34.6,0.0,,MYC006,612090,4085131,8.9,19.0,,0.473972602739726
7.9,8.2,32.2,0.0,,MYC006,612090,4085131,8.9,19.0,,0.3926829268292683
8.0,10.0,36.9,0.0,,MYC006,612090,4085131,8.9,19.0,,0.369
8.1,10.6,40.6,0.0,,MYC006,612090,4085131,8.9,19.0,,0.38301886792452833
8.2,10.9,41.6,0.0,,MYC006,612090,4085131,8.9,19.0,,0.381651376146789
8.3,8.2,36.9,0.0,,MYC006,612090,4085131,8.9,19.0,,0.44999999999999996
8.4,7.8,27.5,0.0,,MYC006,612090,4085131,8.9,19.0,,0.3525641025641026
8.5,8.2,31.9,0.0,,MYC006,612090,4085131,8.9,19.0,,0.38902439024390245
8.6,8.4,35.6,0.0,,MYC006,612090,4085131,8.9,19.0,,0.4238095238095238
8.7,9.4,36.9,0.0,,MYC006,612090,4085131,8.9,19.0,,0.3925531914893617
8.8,11.1,39.9,0.0,,MYC006,612090,4085131,8.9,19.0,,0.35945945945945945
8.9,10.7,41.6,0.0,,MYC006,612090,4085131,8.9,19.0,,0.388785046728972
9.0,8.2,61.8,0.0,,MYC006,612090,4085131,8.9,19.0,,0.7536585365853659
9.1,5.5,59.7,0.0,,MYC006,612090,4085131,8.9,19.0,,1.0854545454545454
9.2,4.3,0.3,0.0,,MYC006,612090,4085131,8.9,19.0,,0.0069767441860465115
9.3,4.6,3.4,0.0,,MYC006,612090,4085131,8.9,19.0,,0.07391304347826086
9.4,4.9,12.1,0.0,,MYC006,612090,4085131,8.9,19.0,,0.24693877551020407
9.5,4.3,5.7,0.0,,MYC006,612090,4085131,8.9,19.0,,0.1325581395348837
9.6,4.9,8.4,0.0,,MYC006,612090,4085131,8.9,19.0,,0.17142857142857143
9.7,5.0,28.5,0.0,,MYC006,612090,4085131,8.9,19.0,,0.5700000000000001
9.8,2.9,53.7,0.0,,MYC006,612090,4085131,8.9,19.0,,1.8517241379310347
9.9,5.4,23.5,0.0,,MYC006,612090,4085131,8.9,19.0,,0.4351851851851852
10.0,5.9,14.8,0.0,,MYC006,612090,4085131,8.9,19.0,,0.2508474576271187
10.1,5.9,11.8,0.0,,MYC006,612090,4085131,8.9,19.0,,0.2
10.2,7.5,13.1,0.0,,MYC006,612090,4085131,8.9,19.0,,0.17466666666666666
10.3,7.6,11.1,0.0,,MYC006,612090,4085131,8.9,19.0,,0.14605263157894735
10.4,5.4,18.8,0.0,,MYC006,612090,4085131,8.9,19.0,,0.34814814814814815
10.5,6.2,10.7,0.0,,MYC006,612090,4085131,8.9,19.0,,0.17258064516129032
10.6,8.3,16.5,0.0,,MYC006,612090,4085131,8.9,19.0,,0.19879518072289157
10.7,7.4,22.8,0.0,,MYC006,612090,4085131,8.9,19.0,,0.3081081081081081
10.8,8.9,33.6,0.0,,MYC006,612090,4085131,8.9,19.0,,0.3775280898876405
10.9,8.5,36.9,0.0,,MYC006,612090,4085131,8.9,19.0,,0.43411764705882355
11.0,7.7,77.9,0.0,,MYC006,612090,4085131,8.9,19.0,,1.0116883116883117
11.1,7.6,68.1,0.0,,MYC006,612090,4085131,8.9,19.0,,0.8960526315789472
11.2,10.9,37.3,0.0,,MYC006,612090,4085131,8.9,19.0,,0.3422018348623853
11.3,9.7,44.3,0.0,,MYC006,612090,4085131,8.9,19.0,,0.45670103092783504
11.4,10.2,33.2,0.0,,MYC006,612090,4085131,8.9,19.0,,0.3254901960784314
11.5,9.4,36.6,0.0,,MYC006,612090,4085131,8.9,19.0,,0.3893617021276596
11.6,9.7,36.9,0.0,,MYC006,612090,4085131,8.9,19.0,,0.3804123711340206
11.7,9.8,38.9,0.0,,MYC006,612090,4085131,8.9,19.0,,0.396938775510204
11.8,10.8,45.0,0.0,,MYC006,612090,4085131,8.9,19.0,,0.4166666666666667
11.9,10.7,49.0,0.0,,MYC006,612090,4085131,8.9,19.0,,0.4579439252336449
12.0,11.0,42.3,0.0,,MYC006,612090,4085131,8.9,19.0,,0.3845454545454545
12.1,10.9,43.0,0.0,,MYC006,612090,4085131,8.9,19.0,,0.3944954128440367
12.2,10.3,33.6,0.0,,MYC006,612090,4085131,8.9,19.0,,0.3262135922330097
12.3,10.6,59.1,0.0,,MYC006,612090,4085131,8.9,19.0,,0.5575471698113208
12.4,8.4,22.8,0.0,,MYC006,612090,4085131,8.9,19.0,,0.2714285714285714
12.5,8.1,10.1,0.0,,MYC006,612090,4085131,8.9,19.0,,0.12469135802469136
12.6,5.2,8.1,0.0,,MYC006,612090,4085131,8.9,19.0,,0.15576923076923077
12.7,4.3,8.7,0.0,,MYC006,612090,4085131,8.9,19.0,,0.2023255813953488
12.8,4.5,59.4,0.0,,MYC006,612090,4085131,8.9,19.0,,1.32
12.9,3.4,52.4,0.0,,MYC006,612090,4085131,8.9,19.0,,1.5411764705882351
13.0,3.9,77.2,0.0,,MYC006,612090,4085131,8.9,19.0,,1.9794871794871796
13.1,5.5,35.6,0.0,,MYC006,612090,4085131,8.9,19.0,,0.6472727272727273
13.2,5.6,45.0,0.0,,MYC006,612090,4085131,8.9,19.0,,0.8035714285714285
13.3,4.8,39.3,0.0,,MYC006,612090,4085131,8.9,19.0,,0.8187499999999999
13.4,5.8,23.8,0.0,,MYC006,612090,4085131,8.9,19.0,,0.41034482758620694
13.5,5.1,28.9,0.0,,MYC006,612090,4085131,8.9,19.0,,0.5666666666666667
13.6,5.3,44.6,0.0,,MYC006,612090,4085131,8.9,19.0,,0.8415094339622642
13.7,6.5,17.5,0.0,,MYC006,612090,4085131,8.9,19.0,,0.2692307692307692
13.8,6.1,5.0,0.0,,MYC006,612090,4085131,8.9,19.0,,0.08196721311475409
13.9,7.1,4.4,0.0,,MYC006,612090,4085131,8.9,19.0,,0.061971830985915494
14.0,4.3,8.7,0.0,,MYC006,612090,4085131,8.9,19.0,,0.2023255813953488
14.1,3.4,6.4,0.0,,MYC006,612090,4085131,8.9,19.0,,0.18823529411764706
14.2,3.1,16.8,0.0,,MYC006,612090,4085131,8.9,19.0,,0.5419354838709678
14.3,2.9,16.5,0.0,,MYC006,612090,4085131,8.9,19.0,,0.5689655172413793
14.4,3.2,3.0,0.0,,MYC006,612090,4085131,8.9,19.0,,0.09375
14.5,2.5,21.5,0.0,,MYC006,612090,4085131,8.9,19.0,,0.86
14.6,2.2,50.7,0.0,,MYC006,612090,4085131,8.9,19.0,,2.3045454545454547
14.7,1.8,29.9,0.0,,MYC006,612090,4085131,8.9,19.0,,1.6611111111111112
14.8,0.8,36.2,0.0,,MYC006,612090,4085131,8.9,19.0,,4.525
14.9,0.9,52.4,0.0,,MYC006,612090,4085131,8.9,19.0,,5.822222222222222
15.0,1.4,88.6,0.0,,MYC006,612090,4085131,8.9,19.0,,6.328571428571427
15.1,1.0,59.4,0.0,,MYC006,612090,4085131,8.9,19.0,,5.94
15.2,0.9,40.9,0.0,,MYC006,612090,4085131,8.9,19.0,,4.544444444444444
15.3,0.9,25.8,0.0,,MYC006,612090,4085131,8.9,19.0,,2.8666666666666667
15.4,0.8,8.7,0.0,,MYC006,612090,4085131,8.9,19.0,,1.0875
15.5,1.1,32.6,0.0,,MYC006,612090,4085131,8.9,19.0,,2.963636363636364
15.6,0.9,38.6,0.0,,MYC006,612090,4085131,8.9,19.0,,4.28888888888889
15.7,1.8,59.1,0.0,,MYC006,612090,4085131,8.9,19.0,,3.283333333333333
15.8,2.0,52.4,0.0,,MYC006,612090,4085131,8.9,19.0,,2.6199999999999997
15.9,3.3,49.0,0.0,,MYC006,612090,4085131,8.9,19.0,,1.4848484848484849
16.0,13.3,92.6,0.0,,MYC006,612090,4085131,8.9,19.0,,0.6962406015037593
16.1,14.9,61.7,0.0,,MYC006,612090,4085131,8.9,19.0,,0.4140939597315436
16.2,13.3,90.9,0.0,,MYC006,612090,4085131,8.9,19.0,,0.6834586466165413
16.3,12.8,95.3,0.0,,MYC006,612090,4085131,8.9,19.0,,0.74453125
16.4,13.6,69.1,0.0,,MYC006,612090,4085131,8.9,19.0,,0.5080882352941176
16.5,9.9,53.7,0.0,,MYC006,612090,4085131,8.9,19.0,,0.5424242424242425
16.6,5.5,112.7,0.0,,MYC006,612090,4085131,8.9,19.0,,2.0490909090909093
16.7,5.5,119.5,0.0,,MYC006,612090,4085131,8.9,19.0,,2.172727272727273
16.8,7.0,67.8,0.0,,MYC006,612090,4085131,8.9,19.0,,0.9685714285714285
16.9,6.7,54.4,0.0,,MYC006,612090,4085131,8.9,19.0,,0.8119402985074627
17.0,6.2,106.7,0.0,,MYC006,612090,4085131,8.9,19.0,,1.7209677419354839
17.1,6.6,40.3,0.0,,MYC006,612090,4085131,8.9,19.0,,0.6106060606060605
17.2,4.1,94.6,0.0,,MYC006,612090,4085131,8.9,19.0,,2.3073170731707315
17.3,7.2,30.2,0.0,,MYC006,612090,4085131,8.9,19.0,,0.4194444444444444
17.4,7.5,96.0,0.0,,MYC006,612090,4085131,8.9,19.0,,1.28
17.5,4.4,88.6,0.0,,MYC006,612090,4085131,8.9,19.0,,2.0136363636363637
17.6,6.7,40.3,0.0,,MYC006,612090,4085131,8.9,19.0,,0.6014925373134328
17.7,6.3,123.1,0.0,,MYC006,612090,4085131,8.9,19.0,,1.9539682539682537
17.8,3.3,10.7,0.0,,MYC006,612090,4085131,8.9,19.0,,0.3242424242424242
17.9,1.5,38.3,0.0,,MYC006,612090,4085131,8.9,19.0,,2.5533333333333332
18.0,3.0,93.3,0.0,,MYC006,612090,4085131,8.9,19.0,,3.11
18.1,3.4,120.5,0.0,,MYC006,612090,4085131,8.9,19.0,,3.5441176470588234
18.2,4.5,145.3,0.0,,MYC006,612090,4085131,8.9,19.0,,3.2288888888888896
18.3,5.8,124.2,0.0,,MYC006,612090,4085131,8.9,19.0,,2.1413793103448273
18.4,10.3,143.6,0.0,,MYC006,612090,4085131,8.9,19.0,,1.3941747572815533
18.5,13.7,104.0,0.0,,MYC006,612090,4085131,8.9,19.0,,0.7591240875912408
18.6,8.9,167.1,0.0,,MYC006,612090,4085131,8.9,19.0,,1.8775280898876403
18.7,12.1,102.7,0.0,,MYC006,612090,4085131,8.9,19.0,,0.8487603305785124
18.8,5.9,193.9,0.0,,MYC006,612090,4085131,8.9,19.0,,3.2864406779661017
18.9,12.2,165.1,0.0,,MYC006,612090,4085131,8.9,19.0,,1.35327868852459
0.4,2.7,10.7,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,0.39629629629629626
0.5,2.1,2.7,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,0.1285714285714286
0.6,1.6,2.7,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,0.16875
0.7,1.6,10.7,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,0.66875
0.8,0.8,9.1,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,1.1375
0.9,0.6,17.8,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,2.966666666666667
1.0,0.6,20.1,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,3.35
1.1,0.7,23.5,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,3.357142857142857
1.2,0.5,18.5,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,3.6999999999999997
1.3,0.5,15.4,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,3.08
1.4,0.5,17.1,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,3.42
1.5,0.7,13.8,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,1.9714285714285715
1.6,0.4,10.7,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,2.675
1.7,0.4,1.0,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,0.25
1.8,0.6,18.8,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,3.1333333333333333
1.9,0.9,45.0,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,5.0
2.0,0.9,45.3,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,5.033333333333332
2.1,0.9,37.3,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,4.144444444444444
2.2,1.0,46.3,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,4.629999999999999
2.3,1.3,68.5,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,5.269230769230769
2.4,1.8,133.9,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,7.438888888888889
2.5,1.9,127.2,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,6.694736842105263
2.6,1.8,151.4,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,8.411111111111111
2.7,1.3,102.4,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,7.876923076923077
2.8,0.9,59.4,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,6.6000000000000005
2.9,1.1,55.4,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,5.036363636363636
3.0,1.3,87.9,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,6.7615384615384615
3.1,1.3,71.8,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,5.523076923076923
3.2,1.7,113.1,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,6.652941176470588
3.3,1.9,120.5,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,6.342105263157895
3.4,1.5,98.3,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,6.553333333333333
3.5,1.3,94.0,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,7.230769230769231
3.6,0.8,46.0,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,5.75
3.7,0.5,8.1,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,1.6199999999999999
4.0,0.5,0.0,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,0.0
4.2,0.8,53.0,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,6.625
4.3,1.0,39.6,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,3.9600000000000004
4.4,1.0,37.9,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,3.7899999999999996
4.5,1.4,29.5,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,2.107142857142857
4.6,1.0,24.2,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,2.42
4.7,0.8,19.1,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,2.3875
4.8,0.8,35.9,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,4.4875
4.9,1.6,39.9,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,2.49375
5.0,1.1,34.2,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,3.1090909090909093
5.1,0.7,13.4,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,1.9142857142857141
5.2,0.8,26.5,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,3.3125
