depth_m,qc_MPa,fs_kPa,inclination_degree,s_wave_travel_time_ms,point_id,utm_x_m,utm_y_m,elevation_m,total_depth_m,water_depth_m,Rf_percent
5.3,0.6,4.7,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,0.7833333333333333
5.4,0.6,3.7,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,0.6166666666666667
5.5,0.9,32.9,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,3.6555555555555554
5.6,1.0,40.3,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,4.029999999999999
5.7,1.1,49.7,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,4.5181818181818185
5.8,1.3,66.5,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,5.115384615384615
5.9,1.1,62.8,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,5.709090909090909
6.0,1.9,61.4,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,3.231578947368421
6.1,2.5,56.4,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,2.2560000000000002
6.2,1.8,41.3,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,2.2944444444444443
6.3,1.1,30.2,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,2.745454545454545
6.4,0.9,23.2,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,2.577777777777778
6.5,0.8,12.8,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,1.6
6.6,1.0,41.6,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,4.16
6.7,1.3,20.8,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,1.6
6.8,3.7,19.8,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,0.5351351351351351
6.9,2.6,23.5,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,0.9038461538461539
7.0,0.9,4.0,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,0.4444444444444444
7.1,1.0,66.8,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,6.68
7.2,1.0,11.4,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,1.1400000000000001
7.3,0.9,14.8,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,1.6444444444444446
7.4,1.3,46.3,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,3.5615384615384613
7.5,1.1,34.9,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,3.172727272727273
7.6,1.0,34.6,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,3.46
7.7,0.9,41.6,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,4.622222222222223
7.8,1.0,40.3,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,4.029999999999999
7.9,1.3,58.4,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,4.492307692307692
8.0,1.6,82.6,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,5.1625
8.1,1.7,88.6,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,5.211764705882352
8.2,1.2,51.7,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,4.308333333333334
8.3,1.5,71.8,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,4.786666666666666
8.4,1.4,80.6,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,5.757142857142856
8.5,1.1,43.0,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,3.909090909090909
8.6,1.1,27.5,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,2.5
8.7,1.0,35.2,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,3.52
8.8,0.9,26.2,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,2.911111111111111
8.9,0.9,9.4,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,1.0444444444444445
9.0,1.0,6.0,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,0.6
9.1,1.1,32.9,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,2.9909090909090907
9.2,1.2,21.5,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,1.7916666666666667
9.3,1.2,14.1,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,1.175
9.4,1.1,16.4,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,1.4909090909090907
9.5,1.0,7.4,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,0.74
9.6,0.8,9.4,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,1.175
9.8,0.9,2.0,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,0.2222222222222222
9.9,0.9,0.0,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,0.0
10.0,0.9,20.1,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,2.2333333333333334
10.1,2.8,26.2,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,0.9357142857142857
10.2,1.3,27.5,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,2.1153846153846154
10.3,0.9,9.4,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,1.0444444444444445
10.4,0.9,3.0,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,0.33333333333333337
10.5,0.9,4.7,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,0.5222222222222223
10.6,2.1,39.6,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,1.8857142857142857
10.7,1.6,42.0,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,2.625
10.8,2.7,57.7,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,2.1370370370370373
10.9,3.2,71.5,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,2.234375
11.0,4.7,61.8,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,1.3148936170212766
11.1,5.1,90.6,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,1.776470588235294
11.2,4.2,100.4,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,2.390476190476191
11.3,4.7,106.8,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,2.272340425531915
11.4,6.2,102.7,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,1.6564516129032258
11.5,4.3,80.6,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,1.8744186046511628
11.6,3.6,120.9,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,3.3583333333333334
11.7,4.8,145.0,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,3.0208333333333335
11.8,5.5,151.1,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,2.747272727272727
11.9,5.9,71.5,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,1.211864406779661
12.0,4.0,133.3,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,3.3325
12.1,4.2,125.6,0.0,,MYC012,612263,4085072,9.0,12.4,4.6,2.99047619047619
0.1,1.944,13.4,,,SZC027,612273,4085308,9.8,17.9,4.8,0.6893004115226338
0.2,2.58,20.44,,,SZC027,612273,4085308,9.8,17.9,4.8,0.7922480620155039
0.3,1.91,12.4,,,SZC027,612273,4085308,9.8,17.9,4.8,0.6492146596858639
0.4,1.541,26.47,,,SZC027,612273,4085308,9.8,17.9,4.8,1.717715768981181
0.5,1.307,33.17,,,SZC027,612273,4085308,9.8,17.9,4.8,2.5378729915837797
0.6,1.441,21.11,,,SZC027,612273,4085308,9.8,17.9,4.8,1.4649548924358085
0.7,2.111,24.8,,,SZC027,612273,4085308,9.8,17.9,4.8,1.1747986736144007
0.8,2.379,29.82,,,SZC027,612273,4085308,9.8,17.9,4.8,1.253467843631778
0.9,1.642,21.11,,,SZC027,612273,4085308,9.8,17.9,4.8,1.2856272838002436
1.0,0.972,18.09,,,SZC027,612273,4085308,9.8,17.9,4.8,1.861111111111111
1.1,0.804,17.42,,,SZC027,612273,4085308,9.8,17.9,4.8,2.166666666666667
1.2,0.804,14.07,,,SZC027,612273,4085308,9.8,17.9,4.8,1.7500000000000002
1.3,0.838,17.09,,,SZC027,612273,4085308,9.8,17.9,4.8,2.039379474940334
1.4,2.078,24.46,,,SZC027,612273,4085308,9.8,17.9,4.8,1.1770933589990376
1.5,3.183,29.82,,,SZC027,612273,4085308,9.8,17.9,4.8,0.936852026390198
1.6,2.614,38.54,,,SZC027,612273,4085308,9.8,17.9,4.8,1.4743687834736035
1.7,1.877,28.82,,,SZC027,612273,4085308,9.8,17.9,4.8,1.5354288758657433
1.8,1.742,29.15,,,SZC027,612273,4085308,9.8,17.9,4.8,1.6733639494833523
1.9,2.178,41.55,,,SZC027,612273,4085308,9.8,17.9,4.8,1.9077134986225894
2.0,2.111,38.54,,,SZC027,612273,4085308,9.8,17.9,4.8,1.8256750355281859
2.1,2.145,35.18,,,SZC027,612273,4085308,9.8,17.9,4.8,1.6400932400932402
2.2,2.178,32.84,,,SZC027,612273,4085308,9.8,17.9,4.8,1.5078053259871442
2.3,2.178,52.27,,,SZC027,612273,4085308,9.8,17.9,4.8,2.3999081726354454
2.4,1.944,44.9,,,SZC027,612273,4085308,9.8,17.9,4.8,2.309670781893004
2.5,1.944,24.8,,,SZC027,612273,4085308,9.8,17.9,4.8,1.2757201646090535
2.6,2.212,24.46,,,SZC027,612273,4085308,9.8,17.9,4.8,1.1057866184448464
2.7,2.513,26.81,,,SZC027,612273,4085308,9.8,17.9,4.8,1.0668523676880224
2.8,2.781,29.15,,,SZC027,612273,4085308,9.8,17.9,4.8,1.0481841064365336
2.9,3.049,32.17,,,SZC027,612273,4085308,9.8,17.9,4.8,1.0551000327976388
3.0,3.25,34.85,,,SZC027,612273,4085308,9.8,17.9,4.8,1.0723076923076924
3.1,3.317,30.83,,,SZC027,612273,4085308,9.8,17.9,4.8,0.929454326198372
3.2,2.178,19.1,,,SZC027,612273,4085308,9.8,17.9,4.8,0.8769513314967861
3.3,1.307,14.41,,,SZC027,612273,4085308,9.8,17.9,4.8,1.1025248661055853
3.4,1.072,28.15,,,SZC027,612273,4085308,9.8,17.9,4.8,2.6259328358208953
3.5,0.469,23.46,,,SZC027,612273,4085308,9.8,17.9,4.8,5.002132196162047
3.6,1.642,50.26,,,SZC027,612273,4085308,9.8,17.9,4.8,3.0609013398294764
3.7,0.771,27.81,,,SZC027,612273,4085308,9.8,17.9,4.8,3.6070038910505837
3.8,6.903,59.65,,,SZC027,612273,4085308,9.8,17.9,4.8,0.8641170505577285
3.9,8.41,67.69,,,SZC027,612273,4085308,9.8,17.9,4.8,0.8048751486325803
4.0,8.75,70.7,,,SZC027,612273,4085308,9.8,17.9,4.8,0.808
4.1,7.71,58.64,,,SZC027,612273,4085308,9.8,17.9,4.8,0.7605706874189364
4.2,9.18,55.63,,,SZC027,612273,4085308,9.8,17.9,4.8,0.6059912854030501
4.3,10.12,82.4,,,SZC027,612273,4085308,9.8,17.9,4.8,0.8142292490118578
4.4,9.35,91.1,,,SZC027,612273,4085308,9.8,17.9,4.8,0.974331550802139
4.5,8.14,73.7,,,SZC027,612273,4085308,9.8,17.9,4.8,0.9054054054054054
4.6,6.534,61.32,,,SZC027,612273,4085308,9.8,17.9,4.8,0.9384756657483929
4.7,3.921,36.19,,,SZC027,612273,4085308,9.8,17.9,4.8,0.9229788319306299
4.8,2.681,27.14,,,SZC027,612273,4085308,9.8,17.9,4.8,1.0123088399850801
4.9,3.518,28.48,,,SZC027,612273,4085308,9.8,17.9,4.8,0.8095508811824901
5.0,9.35,49.59,,,SZC027,612273,4085308,9.8,17.9,4.8,0.5303743315508023
5.1,10.96,52.94,,,SZC027,612273,4085308,9.8,17.9,4.8,0.48302919708029196
5.2,11.36,48.25,,,SZC027,612273,4085308,9.8,17.9,4.8,0.4247359154929578
5.3,11.29,52.94,,,SZC027,612273,4085308,9.8,17.9,4.8,0.4689105403011515
5.4,11.16,48.25,,,SZC027,612273,4085308,9.8,17.9,4.8,0.43234767025089604
5.5,11.23,42.89,,,SZC027,612273,4085308,9.8,17.9,4.8,0.3819234194122885
5.6,10.72,45.24,,,SZC027,612273,4085308,9.8,17.9,4.8,0.42201492537313434
5.7,10.49,39.21,,,SZC027,612273,4085308,9.8,17.9,4.8,0.37378455672068633
5.8,10.69,41.55,,,SZC027,612273,4085308,9.8,17.9,4.8,0.38868101028999064
5.9,10.42,40.88,,,SZC027,612273,4085308,9.8,17.9,4.8,0.39232245681381955
6.0,10.62,42.22,,,SZC027,612273,4085308,9.8,17.9,4.8,0.3975517890772128
6.1,10.76,46.24,,,SZC027,612273,4085308,9.8,17.9,4.8,0.42973977695167287
6.2,10.29,38.2,,,SZC027,612273,4085308,9.8,17.9,4.8,0.3712342079689019
6.3,9.72,34.85,,,SZC027,612273,4085308,9.8,17.9,4.8,0.3585390946502058
6.4,9.58,33.51,,,SZC027,612273,4085308,9.8,17.9,4.8,0.3497912317327766
6.5,9.89,35.85,,,SZC027,612273,4085308,9.8,17.9,4.8,0.36248736097067746
6.6,10.35,39.88,,,SZC027,612273,4085308,9.8,17.9,4.8,0.38531400966183577
6.7,10.49,42.89,,,SZC027,612273,4085308,9.8,17.9,4.8,0.4088655862726406
6.8,10.56,46.24,,,SZC027,612273,4085308,9.8,17.9,4.8,0.43787878787878787
6.9,10.12,42.22,,,SZC027,612273,4085308,9.8,17.9,4.8,0.4171936758893281
7.0,10.56,44.9,,,SZC027,612273,4085308,9.8,17.9,4.8,0.4251893939393939
7.1,11.29,53.95,,,SZC027,612273,4085308,9.8,17.9,4.8,0.4778565101860054
7.2,10.22,42.89,,,SZC027,612273,4085308,9.8,17.9,4.8,0.4196673189823875
7.3,9.18,41.22,,,SZC027,612273,4085308,9.8,17.9,4.8,0.44901960784313727
7.4,8.81,39.88,,,SZC027,612273,4085308,9.8,17.9,4.8,0.4526674233825199
7.5,8.81,38.2,,,SZC027,612273,4085308,9.8,17.9,4.8,0.43359818388195237
7.6,9.25,43.56,,,SZC027,612273,4085308,9.8,17.9,4.8,0.47091891891891896
7.7,8.41,39.54,,,SZC027,612273,4085308,9.8,17.9,4.8,0.47015457788347204
7.8,8.01,36.86,,,SZC027,612273,4085308,9.8,17.9,4.8,0.46017478152309615
7.9,8.48,39.54,,,SZC027,612273,4085308,9.8,17.9,4.8,0.4662735849056604
8.0,9.01,42.22,,,SZC027,612273,4085308,9.8,17.9,4.8,0.4685904550499445
8.1,9.89,46.24,,,SZC027,612273,4085308,9.8,17.9,4.8,0.4675429726996967
8.2,10.76,48.25,,,SZC027,612273,4085308,9.8,17.9,4.8,0.44842007434944237
8.3,11.86,56.3,,,SZC027,612273,4085308,9.8,17.9,4.8,0.47470489038785835
8.4,10.49,51.6,,,SZC027,612273,4085308,9.8,17.9,4.8,0.49189704480457586
8.5,8.11,32.17,,,SZC027,612273,4085308,9.8,17.9,4.8,0.3966707768187423
8.6,9.01,34.51,,,SZC027,612273,4085308,9.8,17.9,4.8,0.3830188679245283
8.7,12.57,48.25,,,SZC027,612273,4085308,9.8,17.9,4.8,0.3838504375497216
8.8,13.57,70.0,,,SZC027,612273,4085308,9.8,17.9,4.8,0.5158437730287398
8.9,13.5,67.02,,,SZC027,612273,4085308,9.8,17.9,4.8,0.4964444444444444
9.0,13.91,65.01,,,SZC027,612273,4085308,9.8,17.9,4.8,0.46736161035226453
9.1,14.24,78.7,,,SZC027,612273,4085308,9.8,17.9,4.8,0.5526685393258427
9.2,14.04,63.67,,,SZC027,612273,4085308,9.8,17.9,4.8,0.4534900284900285
9.3,12.26,71.0,,,SZC027,612273,4085308,9.8,17.9,4.8,0.5791190864600326
9.4,13.27,37.53,,,SZC027,612273,4085308,9.8,17.9,4.8,0.28281838733986436
9.5,11.46,51.6,,,SZC027,612273,4085308,9.8,17.9,4.8,0.4502617801047121
9.6,6.032,58.64,,,SZC027,612273,4085308,9.8,17.9,4.8,0.9721485411140584
9.7,1.374,30.49,,,SZC027,612273,4085308,9.8,17.9,4.8,2.2190684133915575
9.8,0.938,13.4,,,SZC027,612273,4085308,9.8,17.9,4.8,1.4285714285714286
9.9,0.838,14.41,,,SZC027,612273,4085308,9.8,17.9,4.8,1.7195704057279235
10.0,1.173,26.47,,,SZC027,612273,4085308,9.8,17.9,4.8,2.256606990622336
10.1,1.575,56.97,,,SZC027,612273,4085308,9.8,17.9,4.8,3.617142857142857
10.2,1.474,64.67,,,SZC027,612273,4085308,9.8,17.9,4.8,4.387381275440977
10.3,2.346,76.1,,,SZC027,612273,4085308,9.8,17.9,4.8,3.2438192668371695
10.4,8.28,59.65,,,SZC027,612273,4085308,9.8,17.9,4.8,0.7204106280193237
10.5,11.8,65.01,,,SZC027,612273,4085308,9.8,17.9,4.8,0.5509322033898306
10.6,14.11,83.8,,,SZC027,612273,4085308,9.8,17.9,4.8,0.593905031892275
10.7,13.04,96.8,,,SZC027,612273,4085308,9.8,17.9,4.8,0.7423312883435583
10.8,10.66,86.1,,,SZC027,612273,4085308,9.8,17.9,4.8,0.8076923076923077
10.9,10.82,68.02,,,SZC027,612273,4085308,9.8,17.9,4.8,0.6286506469500924
11.0,12.16,81.8,,,SZC027,612273,4085308,9.8,17.9,4.8,0.6726973684210525
11.1,14.78,93.8,,,SZC027,612273,4085308,9.8,17.9,4.8,0.6346414073071719
11.2,15.98,73.1,,,SZC027,612273,4085308,9.8,17.9,4.8,0.4574468085106383
11.3,16.29,74.4,,,SZC027,612273,4085308,9.8,17.9,4.8,0.4567219152854512
11.4,14.61,75.4,,,SZC027,612273,4085308,9.8,17.9,4.8,0.5160848733744011
11.5,13.64,79.1,,,SZC027,612273,4085308,9.8,17.9,4.8,0.5799120234604105
11.6,13.14,82.1,,,SZC027,612273,4085308,9.8,17.9,4.8,0.6248097412480974
11.7,11.16,77.7,,,SZC027,612273,4085308,9.8,17.9,4.8,0.696236559139785
11.8,9.62,70.4,,,SZC027,612273,4085308,9.8,17.9,4.8,0.7318087318087318
11.9,9.22,49.59,,,SZC027,612273,4085308,9.8,17.9,4.8,0.5378524945770066
12.0,10.19,56.3,,,SZC027,612273,4085308,9.8,17.9,4.8,0.5525024533856722
12.1,12.3,67.02,,,SZC027,612273,4085308,9.8,17.9,4.8,0.5448780487804877
12.2,11.16,69.03,,,SZC027,612273,4085308,9.8,17.9,4.8,0.6185483870967742
12.3,10.29,65.68,,,SZC027,612273,4085308,9.8,17.9,4.8,0.6382896015549078
12.4,10.05,85.1,,,SZC027,612273,4085308,9.8,17.9,4.8,0.8467661691542289
12.5,11.13,30.83,,,SZC027,612273,4085308,9.8,17.9,4.8,0.2769991015274034
12.6,7.74,82.8,,,SZC027,612273,4085308,9.8,17.9,4.8,1.069767441860465
12.7,1.608,26.14,,,SZC027,612273,4085308,9.8,17.9,4.8,1.6256218905472637
12.8,1.173,4.691,,,SZC027,612273,4085308,9.8,17.9,4.8,0.3999147485080989
12.9,1.173,21.78,,,SZC027,612273,4085308,9.8,17.9,4.8,1.8567774936061383
13.0,1.307,27.48,,,SZC027,612273,4085308,9.8,17.9,4.8,2.1025248661055853
13.1,1.508,63.0,,,SZC027,612273,4085308,9.8,17.9,4.8,4.177718832891246
13.2,1.273,27.48,,,SZC027,612273,4085308,9.8,17.9,4.8,2.158680282796544
13.3,1.005,13.07,,,SZC027,612273,4085308,9.8,17.9,4.8,1.300497512437811
13.4,0.905,5.697,,,SZC027,612273,4085308,9.8,17.9,4.8,0.6295027624309393
13.5,1.139,10.05,,,SZC027,612273,4085308,9.8,17.9,4.8,0.8823529411764706
13.6,1.106,10.72,,,SZC027,612273,4085308,9.8,17.9,4.8,0.9692585895117541
13.7,1.106,56.97,,,SZC027,612273,4085308,9.8,17.9,4.8,5.150994575045208
13.8,5.596,47.58,,,SZC027,612273,4085308,9.8,17.9,4.8,0.8502501786990708
13.9,1.441,49.59,,,SZC027,612273,4085308,9.8,17.9,4.8,3.4413601665510067
14.0,1.106,40.88,,,SZC027,612273,4085308,9.8,17.9,4.8,3.6962025316455698
14.1,5.462,156.8,,,SZC027,612273,4085308,9.8,17.9,4.8,2.87074331746613
14.2,9.48,81.1,,,SZC027,612273,4085308,9.8,17.9,4.8,0.8554852320675105
14.3,5.596,69.7,,,SZC027,612273,4085308,9.8,17.9,4.8,1.2455325232308792
14.4,1.441,26.14,,,SZC027,612273,4085308,9.8,17.9,4.8,1.8140180430256767
14.5,0.838,10.05,,,SZC027,612273,4085308,9.8,17.9,4.8,1.1992840095465396
14.6,0.838,2.346,,,SZC027,612273,4085308,9.8,17.9,4.8,0.27995226730310263
14.8,0.838,12.06,,,SZC027,612273,4085308,9.8,17.9,4.8,1.4391408114558473
14.9,0.972,5.026,,,SZC027,612273,4085308,9.8,17.9,4.8,0.5170781893004115
15.0,0.938,11.06,,,SZC027,612273,4085308,9.8,17.9,4.8,1.1791044776119404
15.1,3.451,83.8,,,SZC027,612273,4085308,9.8,17.9,4.8,2.428281657490582
15.2,11.59,52.27,,,SZC027,612273,4085308,9.8,17.9,4.8,0.4509922346850733
15.3,11.19,42.89,,,SZC027,612273,4085308,9.8,17.9,4.8,0.3832886505808758
15.4,11.19,65.01,,,SZC027,612273,4085308,9.8,17.9,4.8,0.5809651474530831
15.5,5.596,105.9,,,SZC027,612273,4085308,9.8,17.9,4.8,1.8924231593995713
15.6,7.24,72.4,,,SZC027,612273,4085308,9.8,17.9,4.8,1.0
15.7,10.35,91.5,,,SZC027,612273,4085308,9.8,17.9,4.8,0.8840579710144927
15.8,19.33,47.58,,,SZC027,612273,4085308,9.8,17.9,4.8,0.2461458872219348
15.9,17.39,32.17,,,SZC027,612273,4085308,9.8,17.9,4.8,0.1849913743530765
16.0,15.72,68.36,,,SZC027,612273,4085308,9.8,17.9,4.8,0.43486005089058527
16.1,16.59,79.8,,,SZC027,612273,4085308,9.8,17.9,4.8,0.4810126582278481
16.2,16.18,64.34,,,SZC027,612273,4085308,9.8,17.9,4.8,0.3976514215080346
16.3,14.01,60.99,,,SZC027,612273,4085308,9.8,17.9,4.8,0.43533190578158465
16.4,14.07,88.5,,,SZC027,612273,4085308,9.8,17.9,4.8,0.6289978678038379
16.5,13.87,85.1,,,SZC027,612273,4085308,9.8,17.9,4.8,0.6135544340302812
16.6,14.17,65.01,,,SZC027,612273,4085308,9.8,17.9,4.8,0.4587861679604799
16.7,12.2,48.25,,,SZC027,612273,4085308,9.8,17.9,4.8,0.3954918032786885
16.8,10.25,107.9,,,SZC027,612273,4085308,9.8,17.9,4.8,1.0526829268292683
16.9,3.384,88.5,,,SZC027,612273,4085308,9.8,17.9,4.8,2.6152482269503547
17.0,7.17,126.7,,,SZC027,612273,4085308,9.8,17.9,4.8,1.7670850767085078
17.1,4.758,128.0,,,SZC027,612273,4085308,9.8,17.9,4.8,2.6902059688944933
17.2,12.4,54.28,,,SZC027,612273,4085308,9.8,17.9,4.8,0.437741935483871
17.3,14.17,98.2,,,SZC027,612273,4085308,9.8,17.9,4.8,0.6930134086097389
17.4,18.33,97.8,,,SZC027,612273,4085308,9.8,17.9,4.8,0.5335515548281505
17.5,22.55,97.8,,,SZC027,612273,4085308,9.8,17.9,4.8,0.4337028824833703
17.6,26.3,83.8,,,SZC027,612273,4085308,9.8,17.9,4.8,0.3186311787072243
17.7,25.7,88.8,,,SZC027,612273,4085308,9.8,17.9,4.8,0.34552529182879377
17.8,22.82,69.36,,,SZC027,612273,4085308,9.8,17.9,4.8,0.30394390885188427
